#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#DECISIONS;#;;;;;;;;;;;;;x
TOOLTIP_DRAGON200_B;[Root.GetFirstName] gets burnt alive by [targetted_dragon_for_taming.GetFullName].;;;;;;;;;;;;;x
EVTDESCdragon203;Everything has been prepared. You approach the fire with the egg in your hands. I …;;;;;;;;;;;;;x
EVTOPTAdragon203;… place the egg in the fire.;;;;;;;;;;;;;x
EVTOPTBdragon203;… turn around and leave.;;;;;;;;;;;;;x
EVTDESCdragon204;Small fractures form on the egg and slowly a small nose feels its way out of the egg. A new dragon enters the world. ;;;;;;;;;;;;;x
EVTDESCdragon206;A dragon has been seen in your demesne! He eats the stock and burns the fields, someting must be done! Locals have tracked it down and found his lair near a river.;;;;;;;;;;;;;x
EVTOPTAdragon206;I will slay the dragon!;;;;;;;;;;;;;x
EVTOPTBdragon206;I will tame the dragon.;;;;;;;;;;;;;x
EVTOPTCdragon206;There is nothing I can do.;;;;;;;;;;;;;x
EVTDESCdragon207;A dragon is a dangerous beast. In order to face this monstrous creature I need to prepare myself properly. I begin with armor, I shall wear...;;;;;;;;;;;;;x
EVTOPTAdragon207;…a shield like a mirror and some light armor.;;;;;;;;;;;;;x
EVTOPTBdragon207;...light armor only.;;;;;;;;;;;;;x
EVTOPTCdragon207;...heavy armor.;;;;;;;;;;;;;x
EVTOPTDdragon207;...nothing. I do not need armor!;;;;;;;;;;;;;x
EVTDESCdragon208;My preperation is almost finished. The only thing that is missing is a proper weapon. I will slay the dragon with...;;;;;;;;;;;;;x
EVTOPTAdragon208;...a short sword.;;;;;;;;;;;;;x
EVTOPTBdragon208;...a zweihander.;;;;;;;;;;;;;x
EVTOPTCdragon208;...a short spear.;;;;;;;;;;;;;x
EVTOPTDdragon208;...my bare fists.;;;;;;;;;;;;;x
EVTDESCAdragon209;You slowly approach the sleeping [targetted_dragon_for_taming.GetFirstName] as you make your weapon ready to kill the beast. However, your approach is not unnoticed and so [targetted_dragon_for_taming.GetFirstName] awakes and raises his head towards you. The suprise is lost. You can make a final stand or run for your live.;;;;;;;;;;;;;x
EVTDESCBdragon209;You slowly approach the sleeping [targetted_dragon_for_taming.GetFirstName] as you make your weapon ready to kill the beast. However, your approach is not unnoticed and so [targetted_dragon_for_taming.GetFirstName] awakes and raises his head towards you. You hide behind your shield and the dragon curiously looks at  it seeing only himself. He turns his head away from you leaving his eyes unprotected. This is your chance...;;;;;;;;;;;;;x
EVTOPTAdragon209;I will not flee!;;;;;;;;;;;;;x
EVTOPTBdragon209;I will thrust my spear in his eye!;;;;;;;;;;;;;x
EVTOPTCdragon209;RUN!!!!;;;;;;;;;;;;;x
EVTDESCA1dragon210;You charge for the dragon but its flames surround you and you can fell them melting through your armor and skin and flesh...;;;;;;;;;;;;;x
EVTDESCA2dragon210;With your full strenght you thrust the spear. As it flies time feels like a timelapse and when the spear was repelled by the dragon's scales you knew you missed and moreover you are as good as dead.;;;;;;;;;;;;;x
EVTDESCB1dragon210;;;;;;;;;;;;;;x
EVTDESCB2dragon210;With your full strenght you thrust the spear. As it flies time feels like a timelapse and when the spear enters the dragon's eye the lair gets filled by an awful scream as the dragon collapses.;;;;;;;;;;;;;x
EVTOPTAdragon210;AHHHHHHHHHHHHH!;;;;;;;;;;;;;x
EVTOPTBdragon210;I am victorious!;;;;;;;;;;;;;x
EVTDESCdragon212;[Root.GetFullName] has finally recovered from his wound and is once again ready for battle.;;;;;;;;;;;;;x
EVTOPTAdragon212;Good.;;;;;;;;;;;;;x
EVTDESCdragon213;Unfortunately [Root.GetFullName]'s wound did not heal, in the contrary, the wound grew every month and as a consequence has grown limited in his actions.;;;;;;;;;;;;;x
EVTOPTAdragon213;That's not good...He hopefully recovers sometimes.;;;;;;;;;;;;;x
EVTDESCdragon214;[Root.GetFullName] has finally recovered from his inuries and is once again ready for battle.;;;;;;;;;;;;;x
EVTOPTAdragon214;Great!;;;;;;;;;;;;;x
EVTDESCdragon301;As the battle begins, [rider_a.GetFullName] ascends to the sky on his dragon [dragon_a.GetFullName] and sets fire to your army. If you do not intervene, the battle is lost.;;;;;;;;;;;;;x
EVTDESCdragon302;The foolish [rider_d.GetFullName] has sat down on his dragon [dragon_d.GetFullName] and flies towards you to prevent your attack on his army. Engaging this fight puts you in great danger but a victory in the air means a victory on the land.;;;;;;;;;;;;;x
EVTDESCdragon303;The [rider_d.GetFullName]'s dragon [dragon_d.GetFullName] sets our army on fire. As a dragon rider you can follow your commander in the air and engage the dragon duel.;;;;;;;;;;;;;x
EVTDESCdragon304;Your commander [From.GetFullName] joins you in the duel.;;;;;;;;;;;;;x
EVTDESCdragon307;As the dragons clash together streams of fire fill the sky. On the ground the armies of both sides fight for victory, but the the real victory is to be won in the air.;;;;;;;;;;;;;x
EVTDESCAdragon307;The dragons bleed from wounds and their scales turned black from the fire but it is not over ever yet.;;;;;;;;;;;;;x
EVTOPTAdragon307;For victory!;;;;;;;;;;;;;x
EVTDESCdragon308;The battle goes on and you look out for the enemy rider. As soon as he gets into your sight you make once more ready for attack.;;;;;;;;;;;;;x
EVTDESCAdragon308;As you maneuver [your_dragon.GetFullName] through the flames you encounter [encounter.GetFullName]. Though your dragon fights as food as he can your foe's strenght is slightly superior.;;;;;;;;;;;;;x
EVTDESCBdragon308;As you maneuver [your_dragon.GetFullName] through the flames you encounter [encounter.GetFullName]. Though your dragon fights as food as he can your foe's strenght is much stronger. Though [your_dragon.GetFullName] is severly injured he manages to escape. You are safe but your fellow riders do now have to deal with the enemy alone.;;;;;;;;;;;;;x
EVTDESCCdragon308;As you maneuver [your_dragon.GetFullName] through the flames you encounter [encounter.GetFullName]. Though your dragon fights as food as he can your foe's strenght is superior.;;;;;;;;;;;;;x
EVTOPTAdragon308;Luck.;;;;;;;;;;;;;x
EVTOPTBdragon308;Ouch...;;;;;;;;;;;;;x
EVTOPTCdragon308;That was close...;;;;;;;;;;;;;x
EVTOPTDdragon308;Ahhhhhh!;;;;;;;;;;;;;x
EVTDESCAdragon309;While the battles on the ground seem to last untiringly, the clash of the dragons has come to an end. It now shows more that we have clearly gained the upper hand and that nothing stands in the way of our victory. ;;;;;;;;;;;;;x
EVTDESCBdragon309;While the battles on the ground seem to last untiringly, the clash of dragons has come to an end. It now shows more that the enemy has clearly gained the upper hand and that a retreat is now inevitable.;;;;;;;;;;;;;x
EVTOPTAdragon309;They didn't stand a chance.;;;;;;;;;;;;;x
CUSTOM_DRAGON_309;You dragon riding skill increases...;;;;;;;;;;;;;x
CUSTOM_DRAGON_309A;[Root.GetFirstName] gets burnt alive by [targetted_dragon_for_taming.GetFullName].;;;;;;;;;;;;;x
CUSTOM_DRAGON_309B;[dragon_rider_a_per.GetDynName] died...;;;;;;;;;;;;;x
CUSTOM_DRAGON_309C;[dragon_rider_b_per.GetDynName] died...;;;;;;;;;;;;;x
CUSTOM_DRAGON_309D;[dragon_rider_c_per.GetDynName] died...;;;;;;;;;;;;;x
CUSTOM_DRAGON_309E;[dragon_rider_d_per.GetDynName] died...;;;;;;;;;;;;;x
CUSTOM_DRAGON_309F;[dragon_rider_e_per.GetDynName] died...;;;;;;;;;;;;;x
EVTDESCAdragon310;;;;;;;;;;;;;;x
EVTDESCBdragon310;;;;;;;;;;;;;;x
EVTDESCdragoneggtransferred;You went for your daily visits of [From.GetFirstName]. When you took a closer look at his lair you saw something wonderful. An egg! ;;;;;;;;;;;;;x
used_dragon_against_me;Used dragon against me;;;;;;;;;;;;;x
burnt_land;Burnt Land;;;;;;;;;;;;;x
damaged_walls;Damaged Walls;;;;;;;;;;;;;x
burnt_fortifications;Burnt Fortifications;;;;;;;;;;;;;x
burnt_fort;Burnt Fort;;;;;;;;;;;;;x
devastated_fort;Devastated Fort;;;;;;;;;;;;;x
destroyed_holding;Destroyed Holding;;;;;;;;;;;;;x
CHRONICLE_TAMED_DRAGON;[Root.GetFirstName] successfully tamed [targetted_dragon_for_taming.GetFullName]. [Root.GetSheHe] now rides him into battle.;;;;;;;;;;;;;x
CHRONICLE_DRAGON_TAMING_FAILED;[targetted_dragon_for_taming.GetFullName]'s could not be mastered. The dragon unleashed its furry and burned [Root.GetFirstName] to death.;;;;;;;;;;;;;x
CHRONICLE_HATCHED_DRAGON;[Root.GetFirstName] successfully hatched [hatchling.GetFullName].;;;;;;;;;;;;;x
title_dragon_rider;Dragon Rider;;;;;;;;;;;;;x
title_dragon_knight;Dragon Knight;;;;;;;;;;;;;x
title_dragon_lord;Dragon Lord;;;;;;;;;;;;;x
title_dragon_lady;Dragon Lady;;;;;;;;;;;;;x
#MISC;#;;;;;;;;;;;;;x
dragon_culture_group;Dragon;;;;;;;;;;;;;x
dragon_culture;Dragon;;;;;;;;;;;;;x
dragon_egg_culture;Dragon egg;;;;;;;;;;;;;x
dragon_religion_group;Dragon;;;;;;;;;;;;;x
dragon_religion;No Religion;;;;;;;;;;;;;x
dragon_religion_desc;.;;;;;;;;;;;;;x
death_text_dragon_fire1;[Root.GetSheHe] had no chance to take cover when [your_dragon.GetFullName] was deployed onto the battlefield and unleashed a blanket of fire.;;;;;;;;;;;;;x
death_text_dragon_taming;Known for [Root.GetHerHis] bravery [Root.GetSheHe] died attempting to tame [Killer.GetFirstName].;;;;;;;;;;;;;x
death_text_dragon_duel;Though [Root.GetFirstName] was a dragon lord the enemy's strength was overwhelming.;;;;;;;;;;;;;x
death_text_tried_to_kill_dragon;[Root.GetFirstName] was a brave [Root.GetManWoman]. She faced the dragon $KILLER$ but was burned to death by its fire.;;;;;;;;;;;;;x
death_text_dragon_slain;Placeholder;;;;;;;;;;;;;x
death_text_fled_from_dragon;[Root.GetFirstName] was a brave [Root.GetManWoman]. She faced the dragon $KILLER$ but when [Root.GetSheHe] tried to flee from it out of fear the dragon devoured [Rott.GetHerHim].;;;;;;;;;;;;;x
DEATH_DRAGON_FIRE1;Burned to death by the fire of $KILLER$'s dragon;;;;;;;;;;;;;x
DEATH_DRAGON_TAMING;was burnt alive by $KILLER$ when [Root.GetSheHe] attempted to tame it;;;;;;;;;;;;;x
DEATH_DRAGON_DUEL;was slain in an epic dragon duel by $KILLER$;;;;;;;;;;;;;x
DEATH_TRIED_TO_KILL_DRAGON;burned to death by the fire of $KILLER$ when trying to kill it;;;;;;;;;;;;;x
DEATH_DRAGON_SLAIN;slain by $KILLER$;;;;;;;;;;;;;x
DEATH_FLED_FROM_DRAGON;burned to death by the fire of $KILLER$ when trying to flee from it;;;;;;;;;;;;;x
StringBlackScales;black;;;;;;;;;;;;;x
StringBlueScales;blue;;;;;;;;;;;;;x
StringDarkRedScales;dark-red;;;;;;;;;;;;;x
StringGreenScales;green;;;;;;;;;;;;;x
StringGreyScales;grey;;;;;;;;;;;;;x
StringLightGreenScales;light-green;;;;;;;;;;;;;x
StringOrangeScales;orange;;;;;;;;;;;;;x
StringRedScales;red;;;;;;;;;;;;;x
StringTurquoiseScales;turquoise;;;;;;;;;;;;;x
StringVioletScales;violet;;;;;;;;;;;;;x
StringWhiteScales;white;;;;;;;;;;;;;x
StringWhiteYellowScales;white-yellow;;;;;;;;;;;;;x
StringYellowScales;yellow;;;;;;;;;;;;;x
#TRAITS;#;;;;;;;;;;;;;x
dragon_trait;Dragon;;;;;;;;;;;;;x
dragon_trait_desc;This is a dragon. Dragons are monstrous fire-breathing scaly creatures. They are the symbol of power of the Freehold.;;;;;;;;;;;;;x
dragon_base_trait;Placeholder;;;;;;;;;;;;;x
dragon_base_trait_desc;Placeholder;;;;;;;;;;;;;x
wild_dragon;Wild Dragon;;;;;;;;;;;;;x
wild_dragon_desc;Placeholder;;;;;;;;;;;;;x
tamed_dragon;Tamed Dragon;;;;;;;;;;;;;x
tamed_dragon_desc;Placeholder;;;;;;;;;;;;;x
basic_dragon_rider;Dragon Rider;;;;;;;;;;;;;x
basic_dragon_rider_desc;Placeholder;;;;;;;;;;;;;x
poor_dragon_rider;Poor Dragon Rider;;;;;;;;;;;;;x
poor_dragon_rider_desc;Dragon Riders are feared sights on the field of battle. When they engage the fighting with their dragons no shield wall can hold off the the inferno.\nThis rider is pretty new to dragon riding. He does not have much experience and still needs to learn.;;;;;;;;;;;;;x
trained_dragon_rider;Trained Dragon Rider;;;;;;;;;;;;;x
trained_dragon_rider_desc;Dragon Riders are feared sights on the field of battle. When they engage the fighting with their dragons no shield wall can hold off the the inferno.\nThis rider got some experience with battles and duels on his dragon. He knows how to maneuver his dragon through struggle without getting themselves wounded.;;;;;;;;;;;;;x
skilled_dragon_rider;Skilled Dragon Rider;;;;;;;;;;;;;x
skilled_dragon_rider_desc;Dragon Riders are feared sights on the field of battle. When they engage the fighting with their dragons no shield wall can hold off the the inferno.\nA well-trained dragon rider who has almost perfected riding is a dreaded sight in battle. An open fight with him should be avoided.;;;;;;;;;;;;;x
master_dragon_rider;Master Dragon Rider;;;;;;;;;;;;;x
master_dragon_rider_desc;Dragon Riders are feared sights on the field of battle. When they engage the fighting with their dragons no shield wall can hold off the the inferno.\nA well-trained dragon rider who has perfected riding is a dreaded sight in battle. He truly is one of the best dragon riders in the world.;;;;;;;;;;;;;x
disfigured_by_dragon;Disfigured by Dragon;;;;;;;;;;;;;x
disfigured_by_dragon_desc;This character was badly disfigured by a dragon. ;;;;;;;;;;;;;x
commited_mass_killing;Commited Mass Killing;;;;;;;;;;;;;x
commited_mass_killing_desc;This character has commited a mass killing. A crime despised by men of all religions alike.;;;;;;;;;;;;;x
dragon_slayer;Dragon Slayer;;;;;;;;;;;;;x
dragon_slayer_desc;This character has killed one of the most dangerous creatures in the know world, a dragon. Whenever on the battlefield Dragon Lords fear his sight.;;;;;;;;;;;;;x
dr_wounded;Wounded;;;;;;;;;;;;;x
dr_wounded_desc;The dragon is wounded giving him a disadvantage in combat. However, now it is easier to tame.;;;;;;;;;;;;;x
dr_maimed;Maimed;;;;;;;;;;;;;x
dr_maimed_desc;The dragon is maimed giving him a major disadvantage in combat. However, now it is much easier to tame..;;;;;;;;;;;;;x
dr_strong;Strong;;;;;;;;;;;;;x
dr_strong_desc;This dragon is strong. He grows faster and is superior to his foes in combat.;;;;;;;;;;;;;x
dr_weak;Weak;;;;;;;;;;;;;x
dr_weak_desc;This dragon is weak. He grows slower and is inferior to his foes in combat.;;;;;;;;;;;;;x
dr_fast;Fast;;;;;;;;;;;;;x
dr_fast_desc;This dragon has an enourmous wingspan making him very fast. In old age, the dragon will cover towns in a dark shadow.;;;;;;;;;;;;;x
dr_slow;Slow;;;;;;;;;;;;;x
dr_slow_desc;This dragon has a smaller wingspan, making it smaller overall. It may struggle in flight and battle as he is slower compared to other dragons.;;;;;;;;;;;;;x
dr_slothful;Slothful;;;;;;;;;;;;;x
dr_slothful_desc;This dragon is slothful. He wants to stay in a lair and avoid unnecessary actionsmaking, making it easier to tame him.;;;;;;;;;;;;;x
dr_wroth;Wroth;;;;;;;;;;;;;x
dr_wroth_desc;Placeholder;;;;;;;;;;;;;x
dr_patient;Patient;;;;;;;;;;;;;x
dr_patient_desc;Placeholder;;;;;;;;;;;;;x
dr_humble;Humble;;;;;;;;;;;;;x
dr_humble_desc;Placeholder;;;;;;;;;;;;;x
dr_proud;Proud;;;;;;;;;;;;;x
dr_proud_desc;Placeholder;;;;;;;;;;;;;x
dr_friendly;Friendly;;;;;;;;;;;;;x
dr_friendly_desc;Placeholder;;;;;;;;;;;;;x
dr_large_claws;Large Claws;Large Claws;;;Large Claws;;;;;;;;;x
dr_large_claws_desc;This dragon has large, razor-sharp claws that will tear at dragonscales and humans with ease, making the dragon a formidable opponent.;Large Claws;;;Large Claws;;;;;;;;;x
dr_small_claws;Small Claws;Small Claws;;;Small Claws;;;;;;;;;x
dr_small_claws_desc;This dragon has smaller claws that will struggle to tear at dragonscales and will be less useful in battle, putting this dragon at a disadvantage.;Small Claws;;;Small Claws;;;;;;;;;x
dr_thick_scales;Thick Scales;Thick Scales;;;Thick Scales;;;;;;;;;x
dr_thick_scales_desc;The scales of this dragon are thicker than normal. They will not be penetrated by any projectile and dragon claws will struggle against the thickness of the scales.;Thick Scales;;;Thick Scales;;;;;;;;;x
dr_thin_scales;Thin Scales;Thin Scales;;;Thin Scales;;;;;;;;;x
dr_thin_scales_desc;The scales of this dragon are thinner than normal. They will be penetrated easier by larger projectiles and dragon claws easily cut against the thin scales.;Thin Scales;;;Thin Scales;;;;;;;;;x
dragon1;Placeholder;;;;;;;;;;;;;x
dragon1_desc;Placeholder;;;;;;;;;;;;;x
dragon2;Placeholder;;;;;;;;;;;;;x
dragon2_desc;Placeholder;;;;;;;;;;;;;x
dragon3;Placeholder;;;;;;;;;;;;;x
dragon3_desc;Placeholder;;;;;;;;;;;;;x
dragon4;Placeholder;;;;;;;;;;;;;x
dragon4_desc;Placeholder;;;;;;;;;;;;;x
dragon5;Placeholder;;;;;;;;;;;;;x
dragon5_desc;Placeholder;;;;;;;;;;;;;x
dragon6;Placeholder;;;;;;;;;;;;;x
dragon6_desc;Placeholder;;;;;;;;;;;;;x
dragon7;Placeholder;;;;;;;;;;;;;x
dragon7_desc;Placeholder;;;;;;;;;;;;;x
dragon8;Placeholder;;;;;;;;;;;;;x
dragon8_desc;Placeholder;;;;;;;;;;;;;x
dragon9;Placeholder;;;;;;;;;;;;;x
dragon9_desc;Placeholder;;;;;;;;;;;;;x
dragon10;Placeholder;;;;;;;;;;;;;x
dragon10_desc;Placeholder;;;;;;;;;;;;;x
dragon11;Placeholder;;;;;;;;;;;;;x
dragon11_desc;Placeholder;;;;;;;;;;;;;x
dragon12;Placeholder;;;;;;;;;;;;;x
dragon12_desc;Placeholder;;;;;;;;;;;;;x
dragon13;Placeholder;;;;;;;;;;;;;x
dragon13_desc;Placeholder;;;;;;;;;;;;;x
dragon14;Placeholder;;;;;;;;;;;;;x
dragon14_desc;Placeholder;;;;;;;;;;;;;x
dragon15;Placeholder;;;;;;;;;;;;;x
dragon15_desc;Placeholder;;;;;;;;;;;;;x
dragon16;Placeholder;;;;;;;;;;;;;x
dragon16_desc;Placeholder;;;;;;;;;;;;;x
dragonegg;Dragon Egg;;;;;;;;;;;;;x
dragonegg_desc;Placeholder;;;;;;;;;;;;;x
#ARTIFACTS;#;;;;;;;;;;;;;x
black_dragon_egg;Black Dragon Egg;;;;;;;;;;;;;x
black_dragon_egg_desc;This is a black dragon egg. It was laid by a dragon and can be hatched. ;;;;;;;;;;;;;x
blue_dragon_egg;Bue Dragon Egg;;;;;;;;;;;;;x
bue_dragon_egg_desc;This is a black dragon egg. It was laid by a dragon and can be hatched. ;;;;;;;;;;;;;x
green_dragon_egg;Green Dragon Egg;;;;;;;;;;;;;x
green_dragon_egg_desc;This is a black dragon egg. It was laid by a dragon and can be hatched. ;;;;;;;;;;;;;x
grey_dragon_egg;Grey Dragon Egg;;;;;;;;;;;;;
grey_dragon_egg_desc;This is a grey dragon egg. It was laid by a dragon and can be hatched. ;;;;;;;;;;;;;
red_dragon_egg;Red Dragon Egg;;;;;;;;;;;;;x
red_dragon_egg_desc;This is a black dragon egg. It was laid by a dragon and can be hatched. ;;;;;;;;;;;;;x
violet_dragon_egg;Violet Dragon Egg;;;;;;;;;;;;;
violet_dragon_egg_desc;This is a violet dragon egg. It was laid by a dragon and can be hatched. ;;;;;;;;;;;;;
white_dragon_egg;White Dragon Egg;;;;;;;;;;;;;x
white_dragon_egg_desc;This is a black dragon egg. It was laid by a dragon and can be hatched. ;;;;;;;;;;;;;x
yellow_dragon_egg;Yellow Dragon Egg;;;;;;;;;;;;;
yellow_dragon_egg_desc;This is a yellow dragon egg. It was laid by a dragon and can be hatched. ;;;;;;;;;;;;;
#AMBITION;#;;;;;;;;;;;;;x
obj_obtain_dragon_egg_title;Obtain a Dragon Egg;;;;;;;;;;;;;x
obj_obtain_dragon_egg_desc;Dragons are powerful creatures. If I manage to obtain a dragon egg and raise the hatchling my enemies will tremble when we meet on the battlefield.;;;;;;;;;;;;;x
TOOLTIPOBTAINDRAGONEGG;[Root.GetFirstName] has a dragon egg.;;;;;;;;;;;;;x
obj_tame_a_dragon_title;Tame a dragon;;;;;;;;;;;;;x
obj_tame_a_dragon_desc;[Root.GetFirstName] wants to tame a dragon. However, taming a dragon is dangerous. Those not having the blood of Valyria in their veins have a low chance to succeed.;;;;;;;;;;;;;x
#GAME RULES;;;;;;;;;;;;;;x
RULE_DRAGON_DUELS;§RSeven Kingdoms:§!Dragon Duels;;;;;;;;;;;;;x
RULE_DRAGON_DUELS_DISABLED;Disabled;;;;;;;;;;;;;x
RULE_DRAGON_DUELS_DISABLED_DESC;Disabled on default since they are heavily WIP.;;;;;;;;;;;;;x
RULE_DRAGON_DUELS_ENABLED;Enabled;;;;;;;;;;;;;x
RULE_DRAGON_DUELS_ENABLED_DESC;Us at your own risk. Expect bugs. Heavily WIP.;;;;;;;;;;;;;x
RULE_DRAGON_DUELS_ENABLED_DEBUGGING;Enabled & Debug;;;;;;;;;;;;;x
RULE_DRAGON_DUELS_ENABLED_DEBUGGING_DESC;Not intended for gameplay but for bug fixing..;;;;;;;;;;;;;x
