#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,
LOADING_TIP_78; ;;;;;;;;;x
LOADING_TIP_79; ;;;;;;;;;x
LOADING_TIP_80; ;;;;;;;;;x
LOADING_TIP_81; ;;;;;;;;;x
LOADING_TIP_82; ;;;;;;;;;x
LOADING_MAP_SPRITES;     ;     ;;;;;x
LOADING_GUI_DEF;     ;     ;;;;;x
LOADING_DATABASES;     ;     ;;;;;x
INIT_MAP_LOGIC;     ;     ;;;;;x
CREATING_CHKSUM;     ;     ;;;;;x
LOADING_HISTORY;     ;     ;;;;;x
LOADING_SOUNDS;     ;     ;;;;;x
PROC_FLAGS;     ;     ;;;;;x
LOAD_FLAGS;     ;     ;;;;;x
LOAD_GFX;     ;     ;;;;;x
CREATING_THE_WORLD;     ;     ;;;;;x
CREATING_TREES;     ;     ;;;;;x
CREATING_BORDERS;     ;     ;;;;;x
CREATING_RIVERS;     ;     ;;;;;x
MAP_PROPERLY_INIT;     ;     ;;;;;x
CREATING_PROVINCE;     ;     ;;;;;x
CREATING_TEXTS;     ;     ;;;;;x
LOAD_EVENTS;     ;     ;;;;;x
ADAPTING_HISTORY;     ;     ;;;;;x
LOAD_CITY;     ;     ;;;;;x
CALC_PATHS;     ;     ;;;;;x
LOAD_GFX_PDXMAP_SHADERS;     ;     ;;;;;x
LOAD_GFX_PDXMAP_TERRAIN;     ;     ;;;;;x
LOAD_GFX_PDXMAP_BORDERS;     ;     ;;;;;x
LOAD_GFX_PDXMAP_TEXTURES;     ;     ;;;;;x
LOAD_GFX_PDXMAP_TREES;     ;     ;;;;;x
LOAD_GFX_PDXMAP_RIVERS;     ;     ;;;;;x
LOAD_GFX_PDXMAP_STATIC_OBJECTS;     ;     ;;;;;x
LOAD_INIT;     ;     ;;;;;x
GENERATING_COAS;     ;     ;;;;;X
LOADING_CALC_NAVAL;     ;     ;;;;;X
LOADING_GAME;     ;     ;;;;;x
###
REL_INVESTITURE_DESC;Septons may pay tax to the High Septon rather than their secular liege;Les septons peuvent payer leurs impôts auprès du Grand Septon au détriment de leur souverain séculier;$NAME$ Bischöfe können beschließen, die Steuern dem Papst statt dem weltlichen Lehnsherrn zu zahlen.;;Los septones pueden pagar el impuesto al Septón Supremo, en lugar de a su señor secular;;;;;;;;;x
HINT_SPLASH_TEXT;In Crusader Kings II- The Seven Kingdoms, you play as a succession of rulers from a single dynasty. There is no set goal, but the world is filled with ambitious rivals... Secure more land to increase your power and protect your house, and remember, winter is coming.;Dans Crusader Kings II - The Seven Kingdoms, vous incarnez une succession de souverains médiévaux issus d'une seule et même dynastie. Aucun objectif n'est fixé, mais le monde est rempli de rivaux ambitieux... Emparez-vous de plus de terres et amplifiez votre pouvoir pour protéger votre famille, et n'oubliez pas, l'hiver vient.;In Crusader Kings II schlüpft Ihr in die Rolle einer Abfolge mittelalterlicher Herrscher, die alle der gleichen Dynastie entstammen. Ein vorgegebenes Ziel gibt es nicht, doch die Welt ist reich an machthungriger Konkurrenz... Vergrößert Euren Landbesitz, um Eure Position und die Eurer Familie zu stärken.;;En Crusader Kings II - The Seven Kingdoms, se juega como una sucesión de gobernantes medievales de una única dinastía. No hay ninguna meta definida, pero el mundo está lleno de ambiciosos rivales... Asegura más tierras para aumentar tu poder y proteger tu familia. Y no lo olvides, se acerca el invierno.;;;;;;;;;x
HINT_SPLASH_TITLE;Welcome to CKII- The Seven Kingdoms!;Bienvenue dans l’univers de Crusader Kings II -  The Seven Kingdoms !;Willkommen zu Crusader Kings II!;;Bienvenido a Crusader Kings II - The Seven Kingdoms;;;;;;;;;x
