#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DEATH_AMBUSH_MOUNTAIN_CLANSMEN;.;;;;;;;;;x
knighthood_the_seven;Knighthood of the Seven;;;;;;;;;x
knighthood_the_seven_desc;The Knighthood of the Seven attempts to promote honor and character of strength through prestige. Characters of Renown are granted a position and granted a Knighthood, so that they may serve the Seven Faith.;;;;;;;;;x
knighthood_the_seven_leader;Grandmaster;;;;;;;;;x
knighthood_the_seven_leader_desc;Grandmaster;;;;;;;;;x
knighthood_the_seven_rank_1_male;Standard Bearer;;;;;;;;;x
knighthood_the_seven_rank_1_female;Standard Bearer;;;;;;;;;x
knighthood_the_seven_rank_2_male;Under-Marshal;;;;;;;;;x
knighthood_the_seven_rank_2_female;Under-Marshal;;;;;;;;;x
knighthood_the_seven_rank_3_male;Marshal;;;;;;;;;x
knighthood_the_seven_rank_3_female;Marshal;;;;;;;;;x
knighthood_the_seven_rank_4_male;Grand Commander;;;;;;;;;x
knighthood_the_seven_rank_4_female;Grand Commander;;;;;;;;;x
knighthood_the_seven_rank_5_male;Master of the Order;;;;;;;;;x
knighthood_the_seven_rank_5_female;Master of the Order;;;;;;;;;x
currency_knighthood_the_seven;Silver Stars;;;;;;;;;x
EVTDESC_TSK_S.3;[Root.GetTitledFirstName],\n\nWe are delighted by your decision to join our ranks as a Knight of the Seven. Together we shall strive for the betterment of ourselves and our fellows by following the words of the Seven Pointed Star.\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;x
EVTOPTA_TSK_S_3;I shall serve with honor and virtue.;;;;;;;;;x
EVTDESC_MNM_10023_KNIGHTHOOD_SEVEN;To [Root.GetTitledFirstName],\n\nIt is come to our attention that you have failed to uphold the faith of the Seven Pointed Star. As defending the Seven Faith is first and foremost our greatest duty, this can be seen as no less an act of the highest degree of treachery. If you want to keep your life, never cross our path again. \n\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;x
the_mystics_write_magnum_opus;Write a Magnum Opus;Écrire un magnum opus;Ein Magnum Opus schreiben;;Escribir magnum opus;;;;;;;;;x
the_mystics_write_magnum_opus_desc;Record your life's work for posterity in an encrypted Magnum Opus.;Consignez le travail de votre vie pour la postérité dans un magnum opus chiffré.;Zeichnet in einem verschlüsselten Magnum Opus Euer Lebenswerk für die Nachwelt auf.;;Registra el trabajo de tu vida para la posteridad en una magnum opus codificada.;;;;;;;;;x
the_mystics_wrote_magnum_opus_cd_tooltip;§Y[Root.GetTitledFirstName]§! has not already written a Magnum Opus\n;[Root.Get_Le_Title]§Y[Root.GetTitledFirstName]§! n'a pas déjà écrit un magnum opus\n;§Y[Root.GetTitledFirstName]§! hat noch nicht ein Magnum Opus geschrieben\n;;§Y[Root.GetTitledFirstName]§! aún no ha escrito una magnum opus.\n;;;;;;;;;x
the_mystics_wrote_magnum_opus_duplicate_ritual_theurgy_tooltip;Does NOT already own a Magnum Opus on ritualistic Theurgy\n;N'a pas déjà un magnum opus sur la théurgie ritualiste\n;Besitzt noch NICHT ein Magnum Opus über rituelle Theurgie\n;;Aún no posee una magnum opus sobre rituales teúrgicos.\n;;;;;;;;;x
the_mystics_wrote_magnum_opus_duplicate_contemplative_theurgy_tooltip;Does NOT already own a Magnum Opus on contemplative Theurgy\n;N'a pas déjà un magnum opus sur la théurgie contemplative\n;Besitzt noch NICHT ein Magnum Opus über kontemplative Theurgie\n;;Aún no posee una magnum opus sobre teúrgia contemplativa.\n;;;;;;;;;x
the_mystics_wrote_magnum_opus_duplicate_stellar_astrology_tooltip;Does NOT already own a Magnum Opus on stellar Astrology\n;N'a pas déjà un magnum opus sur l'astrologie stellaire\n;Besitzt noch NICHT ein Magnum Opus über Sternenastrologie\n;;Aún no posee una magnum opus sobre astrología estelar.\n;;;;;;;;;x
the_mystics_wrote_magnum_opus_duplicate_planetary_astrology_tooltip;Does NOT already own a Magnum Opus on planetary Astrology\n;N'a pas déjà un magnum opus sur l'astrologie planétaire\n;Besitzt noch NICHT ein Magnum Opus über Planetenastrologie\n;;Aún no posee una magnum opus sobre astrología planetaria.\n;;;;;;;;;x
the_mystics_wrote_magnum_opus_duplicate_panacea_alchemy_tooltip;Does NOT already own a Magnum Opus on alchemical Universal Panacea\n;N'a pas déjà un magnum opus sur la panacée\n;Besitzt noch NICHT ein Magnum Opus über das alchemistische Allheilmittel\n;;Aún no posee una magnum opus sobre la panacea universal.\n;;;;;;;;;x
the_mystics_wrote_magnum_opus_duplicate_transmutation_alchemy_tooltip;Does NOT already own a Magnum Opus on transmutative Alchemy\n;N'a pas déjà un magnum opus sur l'alchimie transmutatrice\n;Besitzt noch NICHT ein Magnum Opus über Transmutationsalchemie\n;;Aún no posee una magnum opus sobre alquimia de transmutación.\n;;;;;;;;;x
the_mystics;the Mystics;Hermétistes;Hermetische Gesellschaft;;la sociedad hermética;;;;;;;;;x
the_mystics_desc;Mystics believe that there are deeply hidden secrets about this world that only the worthy can uncover. As a member of the Mystics you will seek the truth in the stars and planets, through diligent experimentation, and by careful interpretation of ancient texts and symbols.;Les Hermétistes croient qu'il y a des secrets profondément enfouis à propos de ce monde qui méritent d'être découverts. En tant que membre des Hermétistes, vous chercherez la vérité dans les étoiles et les planètes, à travers l'expérimentation et l'interprétation minutieuse de textes et symboles anciens.;Hermetiker glauben, es gäbe tief verborgene Geheimnisse über diese Welt, die nur jemand entschleiern könne, der dieser Geheimnisse würdig sei. Als Mitglied der Hermetiker werdet Ihr durch unermüdliches Experimentieren und gewissenhafte Deutung antiker Texte und Symbole in den Sternen und Planeten nach der Wahrheit suchen.;;Los seguidores del hermetismo creen que existen secretos ocultos sobre este mundo que solo los dignos pueden descubrir. Como miembro de los herméticos, buscarás la verdad en las estrellas y en los planetas mediante una experimentación afanosa y una cuidada interpretación de los textos y símbolos antiguos.;;;;;;;;;x
currency_name_the_mystics;Esoteric Knowledge;Savoir ésotérique;Esoterisches Wissen;;Conocimiento esotérico;;;;;;;;;x
quest_the_mystics_build_laboratory;Build a Laboratory;Construire un laboratoire;Ein Labor bauen;;Construir un laboratorio;;;;;;;;;x
quest_the_mystics_build_laboratory_desc;You must construct a laboratory in which your experiments to uncover the hidden secrets of the universe can be undertaken.;Vous devez construire un laboratoire dans lequel vos expériences pour découvrir les secrets cachés de l'univers peuvent être entreprises.;Ihr müsst ein Labor bauen, in dem Ihr Eure Experimente zum Ergründen der verborgenen Geheimnisse des Universums durchführen könnt.;;Debes construir un laboratorio en el que seas capaz de desvelar los secretos ocultos del universo.;;;;;;;;;x
quest_the_mystics_build_laboratory_tooltip;To complete this mission, activate the decision §Y'Construct Laboratory'§! in the Intrigue menu and successfully complete the construction of a Laboratory.;Pour compléter cette mission, prenez la décision '§YConstruire un laboratoire§!' dans le menu Intrigue et réussissez la construction d'un laboratoire.;Um diese Mission abzuschließen, aktiviert die Entscheidung §Y"Ein Labor bauen"§! im Intrigenmenü und baut erfolgreich ein Labor.;;Para completar esta misión, activa la decisión §YConstruir un laboratorio§! en el menú Intriga y construye un laboratorio.;;;;;;;;;x
the_mystics_acquire_ingredients_decision;Acquire Ingredients;Se procurer des ingrédients;Zutaten erwerben;;Adquirir ingredientes;;;;;;;;;x
title_the_mystics_apprentice;Apprentice;Apprenti;Lehrling;;Aprendiz;;;;;;;;;x
quest_the_mystics_find_apprentice;Find an Apprentice;Trouver un apprenti;Einen Lehrling finden;;Busca un aprendiz;;;;;;;;;x
quest_the_mystics_find_apprentice_desc;Every respectable scholar of the Mystic arts should take on an apprentice. Alchemical experiments are complex operations which requires extra hands, and what [Root.GetTitle] has enough time to search dusty libraries, shady markets and faraway forests for rare ingredients?;Tout érudit respectable des arts hermétiques devrait prendre un apprenti. Les expériences alchimiques sont des opérations complexes qui nécessitent des mains supplémentaires. Que[Root.GetLLle] [Root.GetTitle] a assez de temps pour faire des recherches dans des bibliothèques poussiéreuses, des marchés véreux et des forêts lointaines pour des ingrédients rares ?;Jeder respektable Gelehrte der hermetischen Künste sollte sich einen Lehrling nehmen. Alchemistische Experimente sind komplizierte Operationen, die zusätzliche Hände erfordern, und welche[Root.GetrMale] [Root.GetTitle] hat schon genug Zeit, um in staubigen Bibliotheken, auf zwielichtigen Märkten und in fernen Wäldern nach seltenen Zutaten zu suchen?;;Todo erudito respetable de las artes herméticas debería contar con un aprendiz. Los experimentos de alquimia son operaciones complejas que requieren mucha ayuda. ¿Qué [Root.GetTitle] tiene tiempo para buscar ingredientes peculiares entre bibliotecas polvorientas, mercados de dudosa reputación y bosques lejanos?;;;;;;;;;x
quest_the_mystics_find_apprentice_tooltip;§Y[Root.GetTitledFirstName]§! must either assign an apprentice through the §YMinor Titles§! screen or keep their eyes open for a promising pupil to appear to complete this mission.;[Root.Get_Le_Title]§Y[Root.GetTitledFirstName]§! doit soit assigner un apprenti par l'intermédiaire de l'écran des §YTitres mineurs§! ou garder les yeux ouverts pour qu'un élève prometteur apparaisse pour remplir cette mission.;§Y[Root.GetTitledFirstName]§! muss entweder über das Menü §YNiedrige Titel§! einen Lehrling zuweisen oder nach einem vielversprechenden Schüler Ausschau halten, um diese Mission abzuschließen.;;§Y[Root.GetTitledFirstName]§! debe asignar un aprendiz mediante el menú §YTítulos menores§! o mantener los ojos abiertos para dar con un alumno prometedor y completar esta misión.;;;;;;;;;x
the_mystics_find_text;Find a Mystic Text;Trouver un texte des Hermétistes;Findet einen hermetischen Text;;Encontrar una obra hermética;;;;;;;;;x
quest_the_mystics_find_text_desc;Your colleague [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] has found a letter detailing the possible locations of some great old works of Mysticism. A deal has been struck – [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] shall share the contents of the letter with you, and you shall fund the expedition.;Votre collègue, [FromFrom.Get_le_SocietyRank][FromFrom.GetSocietyRank] [FromFrom.GetFirstName], a trouvé une lettre détaillant les endroits possibles de certains anciens travaux d'hermétisme. Un marché a été conclu – [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] partagera le contenu de la lettre avec vous, et vous financerez l'expédition.;Euer Kollege [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] hat einen Brief gefunden, in dem der mögliche Aufbewahrungsort verschiedener alter und wichtiger hermetischer Texte beschrieben ist. Eine Einigung wurde erzielt: [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] wird den Inhalt des Briefs mit Euch teilen, während Ihr im Gegenzug die Expedition finanzieren werdet.;;Tu colega [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] ha encontrado una carta en la que se detallan las posibles ubicaciones de algunas de las grandes obras del hermetismo. Hay posibilidades de sellar un trato: [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] compartirá el contenido de la carta contigo si tú financias la expedición.;;;;;;;;;x
quest_the_mystics_find_text_tooltip;If §Y[Root.GetTitledFirstName]§! sets out on one of the expeditions suggested by §Y[From.GetTitledFirstName]§! and finds an old hermetic text, the mission is completed.;Si [Root.Get_le_Title]§Y[Root.GetTitledFirstName]§! mène une des expéditions suggérées par [From.Get_le_Title]§Y[From.GetTitledFirstName]§! et trouve un ancien texte des Hermétistes, la mission sera remplie.;Wenn §Y[Root.GetTitledFirstName]§! eine Expedition, so wie sie von §Y[From.GetTitledFirstName]§! vorgeschlagen wurde, unternimmt und einen alten, hermetischen Text findet, ist die Mission abgeschlossen.;;Si §Y[Root.GetTitledFirstName]§! sale en alguna de las expediciones sugeridas por §Y[From.GetTitledFirstName]§! y encuentra alguna obra hermética antigua, completarás la misión.;;;;;;;;;x
quest_the_mystics_infiltrate_laboratory;Infiltrate the Laboratory of [FromFrom.GetSocietyRank] [FromFrom.GetFirstName];Infiltrer le laboratoire [FromFrom.Get_du_SocietyRank][FromFrom.GetSocietyRank] [FromFrom.GetFirstName];Infiltriert das Labor von [FromFrom.GetSocietyRank] [FromFrom.GetFirstName];;Infíltrate en el laboratorio de [FromFrom.GetSocietyRank] [FromFrom.GetFirstName].;;;;;;;;;x
quest_the_mystics_infiltrate_laboratory_desc;The greedy and paranoid [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] guards [FromFrom.GetHerHis] secrets jealously. A most shameful behavior, indeed! Unlike [FromFrom.GetHerHim], you know how to share. In the spirit of collaboration, you and a colleague has agreed to infiltrate [FromFrom.GetFirstName]'s laboratory and either steal or destroy anything of value. Perhaps you will do both!;L'avide et paranoïaque [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] garde jalousement ses secrets. Un comportement vraiment honteux ! Contrairement à [FromFrom.GetLuiElle], vous savez comment partager. Dans un esprit de collaboration, vous et un collègue êtes d'accord pour infiltrer le laboratoire de [FromFrom.GetFirstName] et de voler ou détruire quelque chose de valeur. Peut-être vous ferez les deux !;Gierig und paranoid, wie [FromFrom.GetSocietyRank] [FromFrom.GetFirstName] ist, bewacht [FromFrom.GetSheHe] [FromFrom.GetHerHis]e Geheimnisse mit größter Aufmerksamkeit. Ein höchst schändliches Verhalten, fürwahr! Anders als [FromFrom.GetSheHe] wisst Ihr, wie man teilt. Im Zuge Eurer Zusammenarbeit habt Ihr und ein Kollege beschlossen, das Labor von [FromFrom.GetFirstName] zu infiltrieren und alles darin, was von Wert ist, entweder zu stehlen oder zu zerstören. Vielleicht werdet Ihr beides tun!;;[FromFrom.GetSocietyRank] [FromFrom.GetFirstName] es una persona indolente y paranoica que guarda sus secretos celosamente. ¡Su actitud es absolutamente vergonzosa! Tú, por el contrario, sí sabes compartir. Fieles a vuestro espíritu de colaboración, tu colega y tú habéis acordado infiltraros en el laboratorio de [FromFrom.GetFirstName] y robar o destruir cualquier objeto de valor. ¡Quizá hagáis ambas cosas!;;;;;;;;;x
quest_the_mystics_infiltrate_laboratory_tooltip;Your colleague will bring you to the laboratory of §Y[FromFrom.GetTitledFirstName]§!. If you manage to steal or destroy anything and get away unnoticed, the mission is completed.;Votre collègue vous amènera au laboratoire [FromFrom.Get_du_Title]§Y[FromFrom.GetTitledFirstName]§!. Si vous parvenez à voler ou détruire quoi que ce soit et à partir incognito, la mission sera réussie.;Euer Kollege wird Euch ins Labor von §Y[FromFrom.GetTitledFirstName]§! bringen. Wenn Ihr es schafft, etwas zu stehlen oder zu zerstören, ohne dass man Euch bemerkt, ist die Mission abgeschlossen.;;Tu colega te llevará al laboratorio de §Y[FromFrom.GetTitledFirstName]§!. Si logras robar o destruir cualquier cosa y huir sin que te descubran, completarás la misión.;;;;;;;;;x
the_mystics_scrying_cooldown_tooltip;NOT already carrying a premonition of things to come\n;Ne fait pas déjà une prémonition\n;hat KEINE Vorahnung der Dinge, die sich ereignen werden\n;;Aún no tiene una premonición sobre el futuro.\n;;;;;;;;;x
the_mystics_perform_scrying;Perform Scrying;Prédire l'avenir;Zukunft deuten;;Practicar adivinación;;;;;;;;;x
the_mystics_perform_scrying_desc;As a member of [From.Society.GetName], §Y[From.GetTitledFirstName]§! may choose to turn to the mystical art of divination in an attempt to foretell the future.;En tant que membre [From.Get_du_Society][From.Society.GetName], [From.Get_le_Title]§Y[From.GetTitledFirstName]§! peut choisir de se tourner vers l'art mystique de la divination dans une tentative de prédire l'avenir.;Als Mitglied des "[From.Society.GetName]"-Zirkels kann §Y[From.GetTitledFirstName]§! sich der mystischen Kunst der Prophezeiung bedienen, um zu versuchen, die Zukunft vorherzusagen.;;Como miembro de [From.Society.GetName], §Y[From.GetTitledFirstName]§! puede optar a convertirse al arte místico de la adivinación para intentar predecir el futuro.;;;;;;;;;x
the_mystics_perform_scrying_power_desc;Enables §Gright-clicking§! on your character's portrait in order to turn to the mystical art of divination in an attempt to foretell the future.;Permet de se tourner vers l'art mystique de la divination dans une tentative de prédire l'avenir.\n(Faites un clic droit sur votre portrait);Ermöglicht einen §GRechtsklick§! auf das Porträt Eures Charakters, um einen Versuch zur Vorhersage der Zukunft zu unternehmen.;;Activa el §Gclic con el botón secundario§! en el retrato de tu personaje para que se convierta al arte místico de la adivinación e intente predecir el futuro.;;;;;;;;;x
the_mystics_make_horoscope;Make Horoscope;Faire l'horoscope;Horoskop erstellen;;Realizar horóscopo;;;;;;;;;x
the_mystics_make_horoscope_desc;As a member of [From.Society.GetName], you may search the heavens for insight into the future of your child §Y[Root.GetTitledName]§!.;En tant que membre [From.Get_du_Society][From.Society.GetName], vous pouvez sonder les cieux pour avoir un aperçu de l'avenir de votre enfant, [Root.Get_le_Title]§Y[Root.GetTitledName]§!.;Als Mitglied des "[From.Society.GetName]"-Zirkels könnt Ihr am Himmel nach Erkenntnissen hinsichtlich der Zukunft Eures Kindes §Y[Root.GetTitledName]§! suchen.;;Como miembro de [From.Society.GetName], puedes buscar en el cielo sobre qué le deparará el futuro a tu hijo/a §Y[Root.GetTitledName]§!.;;;;;;;;;x
the_mystics_make_horoscope_power_desc;Enables §Gright-clicking§! on portraits of your children in order to make them a horoscope.;Permet de faire l'horoscope de vos enfants.\n(Faites un clic droit sur leurs portraits);Ermöglicht einen §GRechtsklick§! auf das Porträt Eurer Kinder, um ein Horoskop für sie zu erstellen.;;Activa el §Gclic con el botón secundario§! en los retratos de tus hijos para crear su horóscopo.;;;;;;;;;x
the_mystics_horoscope_cooldown_tooltip;Has NOT already had their horoscope examined\n;N'a pas déjà eu son horoscope étudié\n;Hatte noch KEINE Deutung des Horoskops\n;;Aún no han estudiado su horóscopo.\n;;;;;;;;;x
title_the_mystics_apprentice_desc;Mystic scholars may chose an apprentice. In exchange for tutoring, the apprentice will take care of one's laboratory and assist during experiments.;Les érudits hermétistes peuvent choisir un apprenti. En échange de tutorat, l'apprenti s'occupera du laboratoire et aidera pendant les expériences.;Hermetische Gelehrte können einen Lehrling wählen. Im Gegenzug für die Unterrichtung wird sich der Lehrling um das Labor seines Meisters kümmern und bei Experimenten helfen.;;Los eruditos herméticos pueden escoger a un aprendiz. A cambio de enseñarle, el aprendiz se ocupará del laboratorio y de proporcionar su ayuda durante los experimentos.;;;;;;;;;x
hermetic_handgun;Handgun;Pistolet;Pistole;;Pistola;;;;;;;;;x
hermetic_handgun_desc;This thin metal barrel is not an impressive sight, but the destruction it can cause inspires awe and fear in equal measure. Due to a highly explosive black powder it can fire metal balls at deadly speeds.;Ce mince canon métallique n'est pas un spectacle impressionnant, mais la destruction qu'il peut causer inspire la crainte. En raison d'une poudre noire très explosive, il peut tirer des boules de métal à des vitesses mortelles.;Dieser dünne metallene Schaft sieht zwar nicht besonders eindrucksvoll aus, doch seine Zerstörung jagt Ehrfurcht und Angst ein. Mit Hilfe eines hochexplosiven schwarzen Pulvers kann er Metallkugeln in tödlicher Geschwindigkeit abfeuern.;;Este estrecho cañón de metal no impresiona a primera vista, pero la destrucción que puede causar inspira sorpresa y miedo a partes iguales. Gracias a unos polvos negros muy explosivos, puede disparar bolas metálicas a una velocidad letal.;;;;;;;;;x
hermetic_compass;Magnetic Compass;Boussole;Magnetischer Kompass;;Brújula magnética;;;;;;;;;x
hermetic_compass_desc;As one spins this beautifully engraved little device, a tiny metal needle will always point towards the northern lodestar. It can be used to navigate even when the stars are obscured.;Même lorsqu'on tourne ce petit appareil magnifiquement gravé, une minuscule aiguille métallique pointera toujours vers l'étoile polaire du nord. Il peut être utilisé pour naviguer même lorsque les étoiles sont obscurcies.;Wenn man dieses schön gravierte kleine Gerät dreht, zeigt eine winzige Nadel aus Metall immer zum nördlichen Leitstern. Es kann dazu verwendet werden, auch dann zu navigieren, wenn die Sterne nicht zu sehen sind.;;Aunque este instrumento con exquisitos grabados se gire, su pequeña aguja metálica siempre señalará hacia la Estrella Polar. Se puede usar para navegar, aunque las estrellas estén ocultas tras las nubes.;;;;;;;;;x
hermetic_cypher_machine;Cipher Disc;Disque de chiffrement;Chiffrierscheibe;;Disco de Alberti;;;;;;;;;x
hermetic_cypher_machine_desc;There is more to this round little metal object than what meets the eye. The symbols running along its edge, the inner row being movable through a rotating disc, allows its owner to encipher and decipher with ease.;Il y a plus dans ce petit objet rond en métal que ce que rencontre l'œil. Les symboles glissent le long de sa périphérie, la rangée interne pouvant être déplacée à travers un disque rotatif, permettant à son détenteur de chiffrer et de déchiffrer avec facilité.;Dieses runde Objekt aus Metall kann mehr, als sein Anblick verrät. Die Symbole entlang seiner Kante und die innere Reihe, die durch eine drehbare Scheibe bewegt wird, erlauben seinem Besitzer, Texte mühelos zu verschlüsseln und zu entschlüsseln.;;Este disco es más de lo que parece a simple vista. En su círculo exterior hay unos símbolos, y el disco interior, que se puede girar, permite cifrar y descifrar con facilidad.;;;;;;;;;x
hermetic_plate_armor;Plate Armor;Armure à plates;Plattenpanzer;;Armadura de placas;;;;;;;;;x
hermetic_plate_armor_desc;This impressive set of armor is clearly ahead of its time. Consisting of whole plates of metal held together by cleverly designed joints, it provides its wearer with significant defense as well as mobility.;Cette impressionnante armure est clairement en avance sur son temps. Composée de plates entières de métal maintenues ensemble par des jointures ingénieusement conçues, elle fournit à son porteur une défense significative ainsi qu'une mobilité correcte.;Diese beeindruckende Rüstung ist unverkennbar ihrer Zeit voraus. Sie besteht aus Metallplatten, die durch raffiniert gestaltete Gelenke zusammengehalten werden, und bietet seinem Träger beträchtlichen Schutz und Beweglichkeit zugleich.;;No cabe duda de que esta impresionante armadura es muy avanzada para su época. Consiste en placas metálicas ligadas mediante remaches de un diseño inteligente, y otorga una gran protección a su portador, así como movilidad.;;;;;;;;;x
hermetic_glasses;Spectacles;Lunettes;Brille;;Anteojos;;;;;;;;;x
hermetic_glasses_desc;These 'spectacles' consist of two glass lenses set in a metal frame. They allow the elderly, whose eyesight is blurring, to read and distinguish visual details.;Ces « lunettes » se composent de deux lentilles de verre dans un cadre métallique. Elles permettent aux personnes âgées, dont la vue est floue, de lire et de distinguer les détails visuels.;Diese "Brille" besteht aus zwei in einem Metallrahmen gefassten Glaslinsen. Sie ermöglicht älteren Menschen, deren Sehvermögen nachgelassen hat, wieder zu lesen und feine Details zu erkennen.;;"Estos "anteojos" consisten en dos lentes de cristal sujetas por una montura metálica. Permiten leer y ver mejor a los ancianos y a aquellos con la vista borrosa.";;;;;;;;;x
quest_hermetic_gather_ingredients;Gather Ingredients;Rassembler des ingrédients;Zutaten sammeln;;Reunir ingredientes;;;;;;;;;x
quest_hermetic_gather_ingredients_desc;To perform alchemical experiments a member of the Mystic society has a demand for rare ingredients with specific attributes.;Pour mener des expériences alchimiques, un membre de la société des Hermétistes a besoin d'ingrédients rares.;Zum Durchführen alchemistischer Experimente benötigt ein Mitglied der hermetischen Gesellschaft seltene Zutaten mit bestimmten Eigenschaften.;;Para realizar experimentos de alquimia, un miembro de la sociedad hermética necesita ingredientes poco comunes con características particulares.;;;;;;;;;x
quest_hermetic_gather_ingredients_tooltip;To complete this quest you have to successfully harvest ingredients that can be used in your alchemical experiments.;Pour réussir cette mission, vous devez récolter des ingrédients qui peuvent être utilisés pour vos expériences alchimiques.;Um diese Mission abzuschließen, müsst Ihr Zutaten sammeln, die bei Euren alchemistischen Experimenten verwendet werden können.;;Para completar esta misión deberás conseguir ingredientes útiles para tus experimentos de alquimia.;;;;;;;;;x
the_mystics_acquire_ingredients_decision_desc;Your apprentice will accompany you on a trip to gather rare ingredients for your alchemical inventory.;Votre apprenti vous accompagnera en voyage pour rassembler des ingrédients rares destinés à votre stock alchimique.;Euer Lehrling wird Euch bei einer Reise begleiten, um seltene Zutaten für Euer alchemistisches Inventar zu sammeln.;;Tu aprendiz te acompañará en un viaje para reunir ingredientes poco comunes para tu inventario alquímico.;;;;;;;;;x
quest_the_mystics_observe_sky;Observe Sky;Observer le ciel;Firmament beobachten;;Observar el cielo;;;;;;;;;x
