#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
boashi_reformed_DESC;These followers of Boash have taken their blinders off, and believe in the great power of their one god and his wish that his people keep the faith, and teach the old way that theirs is the false path of life.;;;;;;;;;;;x
trios_DESC;Trios is the three-headed god of Tyrosh. Little is known of him, or his religion.;;;;;;;;;;;;;x
valyrian_DESC;The faith of Valyria is an ancient, polytheistic religion that the Valyrians brought with them as they conquered Essos. the Valyrian faith was unusually tolerant of other religions, so long as they payed their taxes. Little is known about the faith itself, except for the names of Three gods, Balerion, Vhagar, and Meraxes.;;;;;;;;;;;;;x
the_dragon_gods_DESC;With the discovery of Dragons, and the Valyrians developing a tradition of Dragon riding, it was only natural that some would eventually begin to see the Dragon as a living god. The worship of Dragons as literal gods however, did not take very well, and would normally be reserved for the insane or the desperate.;;;;;;;;;;;;;x
the_weeping_lady_DESC;The Weeping Lady is a local cult from Lys, which worships a woman carrying a bowl filled with tears, whom she eventually sheds for the living who are soon to die. Little else is known of her.;;;;;;;;;;;;;x
lady_of_the_rocks_DESC;The Lady of the Rocks is the goddess worshipped by the pirates of the Stepstones. She is described to be a fickle goddess, who blesses and curses randomly. Her followers, most of whom are pirates and other scum, do not really worship her, instead appeasing her for favorable winds or luck on the seas, for a pirate's only god is gold.;;;;;;;;;;;;;x
black_flag_DESC;As Andals spread out from their homeland, some took up rule in the Stepstones, where their faith mixed with the local beliefs, and became "The Men of the Black Flag," a mix of the native worship of the Lady of the Rocks and aspects of the Seven.;;;;;;;;;;;x
dothraki_DESC;The Great Stallion (Dothraki: Vezhof) is a horse god worshipped by the Dothraki, mirroring the importance of horses in that culture. The religious beliefs of the Dothraki are complex, as there is little division in Dothraki society between what in other cultures might be called "religion" and "custom".;;;;;;;;;;;x
rhoynar_DESC;The Rhoynar worshiped a number of river-themed nature gods. Their primary god was Mother Rhoyne, or Mother River, the personification of the river Rhoyne itself. Other gods include the Old Man of the River, a turtle god, and his adversary, the Crab King.;;;;;;;;;;;x
harpy_DESC;The harpy is a legendary female monster which has a woman's torso, the wings of a bat instead of arms, the legs of an eagle, and a scorpion's curled and venomous tail. Worshipped by the people of the Ghiscari Empire and its colonies.;;;;;;;;;;;x
maiden_of_the_harvest_DESC;The Maiden of the Harvest is a Pentoshi deity that is sometimes mistaken as an aspect of the Maiden from the Seven. While both are deal with the Harvest, the Maiden of the Harvest is an actual goddess, while the Maiden is merely an aspect of the Seven. Followers of the Maiden of the Harvest are deeply aware of the seasons around them, as most of their feast days and holy traditions come near Autumn. a core belief of the Harvest Maiden is the relationship of the Moon and Sun, with the Moon being the various forms of physical representation of the Harvest Maiden, with the Harvest Moons is the most holy object to her followers, as it represents her full phsyical representation. and the Sun being a 'ringer' of sorts, filling in for the Maiden as she rests during the day, and providers Her warmth and graces for the crops.;;;;;;;;;;;;;x
stone_cow_DESC;The Stone Cow of Faros is a stone cow from the city of Faros on the island Great Moraq. The people of Faros worship it. Nothing else is known of the religion.;;;;;;;;;;;x
gods_nghai_DESC;The Gods of N'ghai are rumored to have been reduced to only a memory, but the faith still lives on through necromancers and torturers as well as by the citizens of the Farther East city of Nefer, located next to the Thousand Islands and the Shivering Sea.;;;;;;;;;;;x
gods_bone_mountains_DESC;The Patrimony of Hyrkoon was an ancient nation that flourished to the east of the Bone Mountains in Essos. It was ruled by the Patriarchs of Hyrkoon. They founded the fortress cities of Kayakayanaya, Shamyriana and Bayasabhad. Nothing else is known of the people's religion their, except that it has stayed the main religion of the region for thousands of years.;;;;;;;;;;;x
shadowbinders_DESC;Shadowbinders are a mysterious group who practice all sorts of magic, although mostly dark, and are from Asshai - "the Shadow". They have a connection to the forces of the "universe" and believe it has a plan for everyone and everything. This religion carries many secrets....;;;;;;;;;;;x
