#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#FREE FOLK;;;;;;;;;;;;;;x
fingermen;Fingermen;Fingermen;Fingermen;;Fingermen;;;;;;;;;x
lowlander;Lowlander;Lowlander;Lowlander;;Lowlander;;;;;;;;;x
gatesmen;Gatesmen;Gatesmen;Gatesmen;;Gatesmen;;;;;;;;;x
#THE WESTERLANDS;;;;;;;;;;;;;;x
westermen;Westermen;Westermen;Westermen;;Westermen;;;;;;;;;x
fairmen;Fairmen;Fairmen;Fairmen;;Fairmen;;;;;;;;;x
craggon;Craggon;Craggon;Craggon;;Craggon;;;;;;;;;x
copperlander;Copperlander;Copperlander;Copperlander;;Copperlander;;;;;;;;;x
cornmen;Cornmen;Cornmen;Cornmen;;Cornmen;;;;;;;;;x
#DORNE;;;;;;;;;;;;;;x
torrentine;Torrentine;Torrentine;Torrentine;;Torrentine;;;;;;;;;x
bonemen;Bonemen;Bonemen;Bonemen;;Bonemen;;;;;;;;;x
stonemen;Stonemen;Stonemen;Stonemen;;Stonemen;;;;;;;;;x
tormen;Tormen;Tormen;Tormen;;Tormen;;;;;;;;;x
spearmen;Spearmen;Spearmen;Spearmen;;Spearmen;;;;;;;;;x
scourgemen;Scourgemen;Scourgemen;Scourgemen;;Scourgemen;;;;;;;;;x
#ANDALS;;;;;;;;;;;;;;x
andal;Andal;Andal;Andal;;Andal;;;;;;;;;x
#THE NORTH;;;;;;;;;;;;;;x
northlander;Northlander;Northlander;Northlander;;Northlander;;;;;;;;;x
#BLACKWATER BAY;;;;;;;;;;;;;;x
blackwatermen;Blackwatermen;Blackwatermen;Blackwatermen;;Blackwatermen;;;;;;;;;x
crownlander;Crownlander;Crownlander;Crownlander;;Crownlander;;;;;;;;;x
#THE RIVERLANDS;;;;;;;;;;;;;;x
riverlander;Riverlander;Riverlander;Riverlander;;Riverlander;;;;;;;;;x
freymen;Freymen;Freymen;Freymen;;Freymen;;;;;;;;;x
#THE STORMLANDS;;;;;;;;;;;;;;x
stormlander;Stormlander;Stormlander;Stormlander;;Stormlander;;;;;;;;;x
marcher;Marcher;Marcher;Marcher;;Marcher;;;;;;;;;x
watermen;Watermen;Watermen;Watermen;;Watermen;;;;;;;;;x
wrathlander;Wrathlander;Wrathlander;Wrathlander;;Wrathlander;;;;;;;;;x
#THE REACH;;;;;;;;;;;;;;x
reachmen;Reachmen;Reachmen;Reachmen;;Reachmen;;;;;;;;;x
shieldmen;Shieldmen;Shieldmen;Shieldmen;;Shieldmen;;;;;;;;;x
grovelander;Grovelander;Grovelander;Grovelander;;Grovelander;;;;;;;;;x
wynelander;Wynelander;Wynelander;Wynelander;;Wynelander;;;;;;;;;x
#THE VALE;;;;;;;;;;;;;;x
valemen;Valemen;Valemen;Valemen;;Valemen;;;;;;;;;x
lowland_valemen;Lowland Valemen;Lowland Valemen;Lowland Valemen;;Lowland Valemen;;;;;;;;;x
#THE WESTERLANDS;;;;;;;;;;;;;;x
westerlander;Westerlander;Westerlander;Westerlander;;Westerlander;;;;;;;;;x
goldmen;Goldmen;Goldmen;Goldmen;;Goldmen;;;;;;;;;x
cornlander;Cornlander;Cornlander;Cornlander;;Cornlander;;;;;;;;;x
#IRONBORN & DORNISH;;;;;;;;;;;;;;x
#Ironborn;;;;;;;;;;;;;;x
pykem;Pykem;Pykem;Pykem;;Pykem;;;;;;;;;x
harlawn;Harlawn;Harlawn;Harlawn;;Harlawn;;;;;;;;;x
iron_islander;Ironborn;Ironborn;Ironborn;;Ironborn;;;;;;;;;x
#Dornish;;;;;;;;;;;;;;x
dornish;Dornish;Dornish;Dornish;;Dornish;;;;;;;;;x
salt_dornish;Salt Dornish;Salt Dornish;Salt Dornish;;Salt Dornish;;;;;;;;;x
sand_dornish;Sand Dornish;Sand Dornish;Sand Dornish;;Sand Dornish;;;;;;;;;x
stone_dornish;Stone Dornish;Stone Dornish;Stone Dornish;;Stone Dornish;;;;;;;;;x
andal_dornish;Andal Dornish;Andal Dornish;Andal Dornish;;Andal Dornish;;;;;;;;;x
#ESSOS;;;;;;;;;;;;;;x
essos_group;Essosi;Essosi;Essosi;;Essosi;;;;;;;;;x
myrmen;Myrmen;Myrmen;Myrmen;;Myrmen;;;;;;;;;x
tyroshi;Tyroshi;Tyroshi;Tyroshi;;Tyroshi;;;;;;;;;x
lysene;Lyseni;;;;;;;;;;;;;x
braavosi;Braavosi;Braavosi;Braavosi;;Braavosi;;;;;;;;;x
lorathi;Lorathi;Lorathi;Lorathi;;Lorathi;;;;;;;;;x
pirate;Pirate;Pirate;Pirate;;Pirate;;;;;;;;;x
pentoshi;Pentoshi;Pentoshi;Pentoshi;;Pentoshi;;;;;;;;;x
#VALYRIAN;;;;;;;;;;;;;;x
high_valyrian;High Valyrian;High Valyrian;High Valyrian;;High Valyrian;;;;;;;;;x
western_valyrian;Western Valyrian;Western Valyrian;Western Valyrian;;Western Valyrian;;;;;;;;;x
low_valyrian;Low Valyrian;Low Valyrian;Low Valyrian;;Low Valyrian;;;;;;;;;x
driftmarker;Driftmarker;Driftmarker;Driftmarker;;Driftmarker;;;;;;;;;x
#INVADER;;;;;;;;;;;;;;x
dothraki_group;Dothraki;Dothraki;Dothraki;;Dothraki;;;;;;;;;x
dothraki;Dothraki;Dothraki;Dothraki;;Dothraki;;;;;;;;;x
rhoynish_group;Rhoynar;Rhoynar;Rhoynar;;Rhoynar;;;;;;;;;x
rhoynish;Rhoynar;Rhoynar;Rhoynar;;Rhoynar;;;;;;;;;x
orphans_of_the_greenblood;Greenblood;Greenblood;Greenblood;;Greenblood;;;;;;;;;x
ghiscari_group;Ghiscari;Ghiscari;Ghiscari;;Ghiscari;;;;;;;;;x
ghiscari;Ghiscari;Ghiscari;Ghiscari;;Ghiscari;;;;;;;;;x
#MISC;;;;;;;;;;;;;;x
melnibonean;Melnibonean;;;;;;;;;;;;;x
#HOUSE GENETICS;;;;;;;;;;;;;;x
daynean;Stone Dornish;Stone Dornish;Stone Dornish;;Stone Dornish;;;;;;;;;x
daynefm;Stone Dornish;Stone Dornish;Stone Dornish;;Stone Dornish;;;;;;;;;x
durrandonan;Stormlander;Stormlander;Stormlander;;Stormlander;;;;;;;;;x
durrandonfm;Stormmen;Stormmen;Stormmen;;Stormmen;;;;;;;;;x
greyjoyan;Ironborn;Ironborn;Ironborn;;Ironborn;;;;;;;;;x
greyjoyfm;Pykem;Pykem;Pykem;;Pykem;;;;;;;;;x
lannisteran;Westerlander;Westerlander;Westerlander;;Westerlander;;;;;;;;;x
lannisterfm;Westermen;Westermen;Westermen;;Westermen;;;;;;;;;x
starkan;Northlander;Northlander;Northlander;;Northlander;;;;;;;;;x
starkfm;Northmen;Northmen;Northmen;;Northmen;;;;;;;;;x
tullyan;Riverlander;Riverlander;Riverlander;;Riverlander;;;;;;;;;x
tullyfm;Rivermen;Rivermen;Rivermen;;Rivermen;;;;;;;;;x
yronwoodan;Stone Dornish;Stone Dornish;Stone Dornish;;Stone Dornish;;;;;;;;;x
yronwoodfm;Bonemen;Bonemen;Bonemen;;Bonemen;;;;;;;;;x
#PIRATES
andal_pirate;Andal Pirate;;;;;;;;;;;;;x
lyseni_pirate;Lyseni Pirate;;;;;;;;;;;;;x
tyroshi_pirate;Tyroshi Pirate;;;;;;;;;x

######MODIFIERS######
high_valyrian_culture_modifier;High Valyrian modifiers;;;;;;;;;x
myrmen_culture_modifier;Myrmen modifiers;;;;;;;;;x
tyroshi_culture_modifier;Tyroshi modifiers;;;;;;;;;x
lysene_culture_modifier;Lyseni modifiers;;;;;;;;;x
braavosi_culture_modifier;Braavosi modifiers;;;;;;;;;x
lorathi_culture_modifier;Lorathi modifiers;;;;;;;;;x
pirate_culture_modifier;Pirate modifiers;;;;;;;;;x
pentoshi_culture_modifier;Pentoshi modifiers;;;;;;;;;x
iron_islander_culture_modifier;Ironborn modifiers;;;;;;;;;x
andal_culture_modifier;Andal modifiers;;;;;;;;;x
valemen_culture_modifier;Valemen modifiers;;;;;;;;;x
lowland_valemen_culture_modifier;Lowlander modifiers;;;;;;;;;x
crownlander_culture_modifier;Crownlander modifiers;;;;;;;;;x
blackwatermen_culture_modifier;Blackwatermen modifiers;;;;;;;;;x
riverlander_culture_modifier;Riverlander modifiers;;;;;;;;;x
freymen_culture_modifier;Freymen modifiers;;;;;;;;;x
reachmen_culture_modifier;Reachmen modifiers;;;;;;;;;x
wynelander_culture_modifier;Wynelander modifiers;;;;;;;;;x
shieldmen_culture_modifier;Shieldmen modifiers;;;;;;;;;x
grovelander_culture_modifier;Grovelander modifiers;;;;;;;;;x
stormlander_culture_modifier;Stormlander modifiers;;;;;;;;;x
marcher_culture_modifier;Marcher modifiers;;;;;;;;;x
wrathlander_culture_modifier;Wrathlander modifiers;;;;;;;;;x
watermen_culture_modifier;Watermen modifiers;;;;;;;;;x
westerlander_culture_modifier;Westerlander modifiers;;;;;;;;;x
goldmen_culture_modifier;Goldmen modifiers;;;;;;;;;x
cornlander_culture_modifier;Cornlander modifiers;;;;;;;;;x
northlander_culture_modifier;Northlander modifiers;;;;;;;;;x
northmen_culture_modifier;Northmen modifiers;;;;;;;;;x
barrowmen_culture_modifier;Barrowmen modifiers;;;;;;;;;x
flint_clansmen_culture_modifier;Flint Clansmen modifiers;;;;;;;;;x
crannogmen_culture_modifier;Crannogmen modifiers;;;;;;;;;x
clansmen_culture_modifier;Clansmen modifiers;;;;;;;;;x
crackclawmen_culture_modifier;Crackclawmen modifiers;;;;;;;;;x
dusklander_culture_modifier;Dusklander modifiers;;;;;;;;;x
stormmen_culture_modifier;Stormmen modifiers;;;;;;;;;x
wendmen_culture_modifier;Wendmen modifiers;;;;;;;;;x
hookmen_culture_modifier;Hookmen modifiers;;;;;;;;;x
marchmen_culture_modifier;Marchmen modifiers;;;;;;;;;x
evenstar_culture_modifier;Evenstar modifiers;;;;;;;;;x
wrathmen_culture_modifier;Wrathlander modifiers;;;;;;;;;x
rainlander_culture_modifier;Rainlander modifiers;;;;;;;;;x
mountain_clansmen_culture_modifier;Mountain Clansmen modifiers;;;;;;;;;x
bronzemen_culture_modifier;Bronzemen modifiers;;;;;;;;;x
sistermen_culture_modifier;Sistermen modifiers;;;;;;;;;x
rivermen_culture_modifier;Rivermen modifiers;;;;;;;;;x
muddish_culture_modifier;Muddish modifiers;;;;;;;;;x
crabmen_culture_modifier;Crabmen modifiers;;;;;;;;;x
westermen_culture_modifier;Westermen modifiers;;;;;;;;;x
copperlander_culture_modifier;Copperlander modifiers;;;;;;;;;x
cornmen_culture_modifier;Cornmen modifiers;;;;;;;;;x
craggon_culture_modifier;Craggon modifiers;;;;;;;;;x
fairmen_culture_modifier;Fairmen modifiers;;;;;;;;;x
shieldislander_culture_modifier;Shield Islander modifiers;;;;;;;;;x
manderish_culture_modifier;Manderish modifiers;;;;;;;;;x
wynemen_culture_modifier;Wynemen modifiers;;;;;;;;;x
north_marcher_culture_modifier;North Marcher modifiers;;;;;;;;;x
south_marcher_culture_modifier;South Marcher modifiers;;;;;;;;;x
skagosi_culture_modifier;Skagosi modifiers;;;;;;;;;x
thenn_culture_modifier;Thenn modifiers;;;;;;;;;x
wildling_culture_modifier;Wildling modifiers;;;;;;;;;x
dornish_culture_modifier;Dornish modifiers;;;;;;;;;x
greenblood_culture_modifier;Greenblood modifiers;;;;;;;;;x
dothraki_culture_modifier;Dothraki modifiers;;;;;;;;;x
ghiscari_culture_modifier;Ghiscari modifiers;;;;;;;;;x
yitish_culture_modifier;Yi Ti'sh modifiers;;;;;;;;;x
lhazareen_culture_modifier;Lhazareen modifiers;;;;;;;;;x
qartheen_culture_modifier;Qaartheen modifiers;;;;;;;;;x
summer_islander_culture_modifier;Summer Islander modifiers;;;;;;;;;x
