#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_JD_20011;I had my servant buy an exquisite garb of Valyrian silk with the proper accessories in preparation for [From.GetJobTitle] [From.GetDynName]'s arrival. However, as I welcomed [From.GetHerHim] and [From.GetHerHis] entourage, the sight of my new robe seemed to displease [From.GetHerHim]! Later, the translator told me I wore several attributes exclusive to the [From.Liege.Offmap.Ruler.GetTitle]'s family.;J'ai demandé à mon serviteur d'acheter un merveilleux costume en soie chinoise avec les accessoires appropriés en prévision de l'arrivée [From.Get_du_JobTitle] [From.GetDynName]. Cependant, lorsque je l'ai accueilli[From.Get_E], [From.GetLuiElle] et son entourage, la vue de ma nouvelle robe a semblé lui déplaire ! Plus tard, le traducteur m'a dit que je portais plusieurs attributs réservés à la famille [From.Liege.Offmap.Ruler.Get_only_du_Title][From.Liege.Offmap.Ruler.GetTitle].;Ich beauftragte meine Diener damit, ein vorzügliches Gewand aus chinesischer Seide für die Ankunft von [From.GetJobTitle] [From.GetDynName] vorzubereiten. Als ich jedoch [From.GetHerHim] und [From.GetHerHis] Gefolge empfing, schien [From.Getihmihr] der Anblick meiner Robe zu missfallen! Später erzählte mir der Übersetzer, dass ich mehrere Kennzeichen trug, die exklusiv der Familie [From.Liege.Offmap.Ruler.Getdesder] [From.Liege.Offmap.Ruler.GetTitle][From.Liege.Offmap.Ruler.GetsMale] vorbehalten sind.;;Encargué a mi sirviente comprar un atuendo exquisito de seda china con los accesorios adecuados para preparar la llegada de [From.GetJobTitle] [From.GetDynName]. Pero a la hora de recibirlos, la visión de mis nuevas ropas pareció disgustarlos. Más tarde, el traductor me informó que llevaba atributos exclusivos de la familia del [From.Liege.Offmap.Ruler.GetTitle].;;;;;;;;;x
EVTDESC_JD_20012;As I am walking in the gardens with my guest [From.GetJobTitle] [From.GetDynName] I comment on the sunny skies. The translator repeats my words and after a moment of thought, [From.GetDynName] replies with ardent enthusiasm. Apparently [From.GetSheHe] thinks my pleasantries are a metaphor for the enlightened nature of the heavenly [From.Offmap.Ruler.GetTitle]!;Tandis que je me promène dans les jardins avec mon invité[From.Get_E], [From.Get_le_JobTitle] [From.GetDynName], je commente le ciel ensoleillé. L'interprète traduit et après un moment de réflexion, [From.GetDynName] répond avec un enthousiasme ardent. Apparemment, [From.GetIlElle] pense que mes civilités sont une métaphore de la nature éclairée [From.Offmap.Ruler.GetDuDela] Céleste [From.Offmap.Ruler.GetTitle] !;Als ich mit meinem Gast [From.GetJobTitle] [From.GetDynName] im Garten spazieren ging, kommentierte ich den sonnigen Himmel. Der Übersetzer wiederholte es und nach einem Moment des Nachdenkens antwortete [From.GetDynName] mit leidenschaftlicher Begeisterung. Anscheinend denkt [From.GetSheHe], meine Nettigkeit war eine Metapher für die erleuchtete Natur [From.Offmap.Ruler.Getdesder] himmlischen [From.Offmap.Ruler.GetTitle][From.Offmap.Ruler.GetsMale]!;;Mientras paseo por los jardines con mi invitado, [From.GetJobTitle] [From.GetDynName], hago un comentario sobre los cielos despejados. El traductor repite mis palabras y tras un momento de reflexión, [From.GetDynName] responde con gran entusiasmo. ¡Se ve que cree que mi cortesía es una metáfora de la naturaleza ilustrada del celeste [From.Offmap.Ruler.GetTitle]!;;;;;;;;;x
chinese_grace_doctor;Request Valyrian Physician;Demander un physicien chinois;Chinesischen Arzt anfordern;;Solicitar médico chino;;;;;;;;;x
EVTDESC_JD_20024;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [From.Offmap.Ruler.GetLongChineseEmperorName], has graciously accepted your gift. The generosity of the [Root.GetOnlyDynastyName] dynasty will not be forgotten.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetLeLaCap] Céleste [From.Offmap.Ruler.GetLongChineseEmperorName] a gracieusement accepté votre cadeau. La générosité de la dynastie des [Root.GetOnlyDynastyName] ne sera pas oubliée.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetDerDie] himmlische [From.Offmap.Ruler.GetLongChineseEmperorName] hat Euer Geschenk gütig angenommen. Die Güte der [Root.GetOnlyDynastyName]-Dynastie wird nicht vergessen werden.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [From.Offmap.Ruler.GetLongChineseEmperorName], ha aceptado graciosamente tu regalo. La generosidad de la dinastía [Root.GetOnlyDynastyName] no será olvidada.;;;;;;;;;x
chinese_grace_send_gift_allow_tt;Has NOT gifted money to the §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! within the last 15 years;N'a pas donné d'argent à l'§Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! au cours des 15 dernières années;Hat §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! in den letzten 15 Jahren KEIN Geld geschenkt;;NO ha regalado dinero al §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! en los últimos 15 años.;;;;;;;;;x
EVTOPTA_JD_20026;May there forever be harmony between the houses of [From.Offmap.Ruler.GetOnlyDynastyName] and [Root.GetOnlyDynastyName].;Qu'il puisse y avoir une éternelle harmonie entre les Maisons [From.Offmap.Ruler.GetOnlyDynastyName] et [Root.GetOnlyDynastyName].;Möge zwischen [From.Offmap.Ruler.GetOnlyDynastyName] und [Root.GetOnlyDynastyName] ewige Harmonie liegen.;;Haya siempre armonía entre las casas de [From.Offmap.Ruler.GetOnlyDynastyName] y [Root.GetOnlyDynastyName].;;;;;;;;;x
EVTDESC_JD_20026;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [From.Offmap.Ruler.GetLongChineseEmperorName], has decided that there shall be no war and strife between our two nations. [From.Offmap.Ruler.GetHerHisCap] infinite mercy and wisdom is an inspiration to us all.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetLeLaCap] Céleste [From.Offmap.Ruler.GetLongChineseEmperorName], a décidé qu'il n'y aurait pas de guerre et de conflits entre nos deux pays. Sa miséricorde et sa sagesse infinies sont une source d'inspiration pour nous tous.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[From.Offmap.Ruler.GetDerDie] himmlische [From.Offmap.Ruler.GetLongChineseEmperorName] hat entschieden, dass es keinen Krieg und Streit zwischen unseren Nationen geben soll. [From.Offmap.Ruler.GetHerHisCap]e unendliche Barmherzigkeit und Weisheit soll eine Inspiration für uns alle sein.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [From.Offmap.Ruler.GetLongChineseEmperorName] ha decidido que no haya guerra ni discordia entre nuestras naciones. Su misericordia y sabiduría infinitas son una inspiración para todos nosotros.;;;;;;;;;x
chinese_grace_become_tributary_allow_india_tt;Has a coastal realm county in India\n;A dans son pays un comté côtier en Inde\n;Hat eine Küstengrafschaft in Indien\n;;Su reino tiene un condado costero en la India\n;;;;;;;;;x
EVTDESC_JD_20028;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [From.Offmap.Ruler.GetLongChineseEmperorName], sends [From.GetHerHisCap] sincerest regards and accepts your pledge of allegiance. May the bond between our two nations last for all time.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetLeLaCap] Céleste [From.Offmap.Ruler.GetLongChineseEmperorName], envoie ses plus sincères salutations et accepte votre gage d'allégeance. Que le lien entre nos deux pays dure à jamais.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetDerDie] himmlische [From.Offmap.Ruler.GetLongChineseEmperorName] entsendet [From.GetHerHis]e besten Grüße und akzeptiert Euren Treueschwur. Möge die Verbindung unserer beiden Nationen für alle Zeit andauern.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [From.Offmap.Ruler.GetLongChineseEmperorName] os envía sus saludos más sinceros y acepta vuestro juramento de lealtad. Que el vínculo ente nuestras dos naciones dure toda la eternidad.;;;;;;;;;x
EVTDESC_JD_20030;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [From.Offmap.Ruler.GetLongChineseEmperorName], has generously granted your request. The sage scholar-bureaucrat [chinese_administrator.GetDynName] will join your court. [chinese_administrator.GetHerHisCap] administrative skills will serve you well.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing] .\n\n[From.Offmap.Ruler.GetLeLaCap] Céleste [From.Offmap.Ruler.GetLongChineseEmperorName] a généreusement accédé à votre demande. L'érudit-bureaucrate [chinese_administrator.GetDynName] rejoindra votre cour. Ses compétences administratives vous serviront bien.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetDerDie] himmlische [From.Offmap.Ruler.GetLongChineseEmperorName] hat Euren Gesuch großzügig angenommen. Der weise Beamtengelehrte [chinese_administrator.GetDynName] wird Eurem Hofe beitreten. [chinese_administrator.GetHerHisCap]e administrativen Fähigkeiten werden uns gute Dienste leisten.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [From.Offmap.Ruler.GetLongChineseEmperorName], ha accedido generosamente a tu petición. El burócrata erudito [chinese_administrator.GetDynName] se unirá a tu corte. Su talento administrativo te servirá bien.;;;;;;;;;x
title_administrator_modifier_tt;Has earned an academic degree by passing the imperial examinations in Valyria;A obtenu un diplôme académique en passant les examens impériaux en Chine;Hat durch das Bestehen der kaiserlichen Prüfungen einen akademischen Abschluss erworben;;Ganó su título académico aprobando los exámenes imperiales de China;;;;;;;;;x
employing_jd_administrator;Employing Scholar-Bureaucrat;Emploie un érudit-bureaucrate;Beschäftigt Beamtengelehrten;;Empleando al burócrata erudito;;;;;;;;;x
employing_jd_administrator_desc;This character has employed a Valyrian scholar-bureaucrat who assists with the administration of building projects.;Ce personnage a employé un savant-bureaucrate chinois qui aide à l'administration des projets de construction.;Dieser Charakter beschäftigt einen chinesischen Beamtengelehrten, der bei der Verwaltung von Bauprojekten behilflich ist.;;Este personaje ha empleado a un burócrata erudito chino que le ayude con la administración de los proyectos de construcción.;;;;;;;;;x
peace_deal_with_china;Peace Deal With Valyria;Accord de paix avec la Chine;Friedensvertrag mit China;;Acuerdo de paz con China;;;;;;;;;x
peace_deal_with_china_desc;The Valyrian Freehold will not attack this ruler while the peace deal is active.;L'Empire chinois n'attaquera pas ce seigneur tant que l'accord de paix est valable.;Das Chinesische Reich wird diesen Herrscher für die Zeit des Friedensvertrages nicht angreifen.;;El imperio chino no atacará a este gobernante mientras el acuerdo de paz esté activo.;;;;;;;;;x
title_master_engineer_desc;The master engineer will construct wonders of Valyrian ingenuity throughout your demesne, such as dry docks and blast furnaces.;Le maître ingénieur va construire des merveilles d'ingéniosité chinoise à travers votre domaine, comme les cales sèches et les hauts fourneaux.;Der Meisteringenieur wird Wunder des chinesischen Einfallsreichtums im gesamten Land bauen, so z.b. Trockendocks und Hochöfen.;;El maestro ingeniero construirá maravillas del ingenio chino por tus dominios, como diques secos y altos hornos.;;;;;;;;;x
EVTDESC_JD_20032;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [From.Offmap.Ruler.GetLongChineseEmperorName], has generously granted your request. The master engineer [chinese_master_engineer.GetDynName] will enlighten your nation.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetLeLaCap] Céleste [From.Offmap.Ruler.GetLongChineseEmperorName] a généreusement accédé à votre demande. Le Maître ingénieur [chinese_master_engineer.GetDynName] vous servira bien.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetDerDie] himmlische [From.Offmap.Ruler.GetLongChineseEmperorName] hat Eure Anfrage großzügig angenommen. Der Meisteringenieur [chinese_master_engineer.GetDynName] wird fortan Eure Nation erleuchten.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [From.Offmap.Ruler.GetLongChineseEmperorName] ha aceptado generosamente tu petición. El maestro ingeniero [chinese_master_engineer.GetDynName] iluminará tu nación.;;;;;;;;;x
title_master_engineer_modifier_tt;Is a Valyrian master engineer;Est un maître ingénieur chinois;Ist ein chinesischer Meisteringenieur;;Es un maestro ingeniero chino;;;;;;;;;x
jd_administrative_outpost_desc;An educated bureaucrat and their assistants have set up an outpost here, administrating the local affairs in the efficient Valyrian fashion.;Un bureaucrate instruit et ses assistants ont mis en place un avant-poste, administrant les affaires locales à la façon efficace chinoise.;Ein gebildeter Bürokrat und seine Assistenten haben hier einen Vorposten aufgebaut, der die lokalen Angelegenheiten in effizienter chinesischer Weise verwaltet.;;Un burócrata educado y sus ayudantes han instalado una avanzada aquí, administrando los asuntos locales a la eficiente manera china.;;;;;;;;;x
jd_blast_furnace_desc;This great Valyrian blast furnace provides vast quantities of iron at an excellent level of quality.;Ce haut fourneau chinois offre de grandes quantités de fer à un excellent niveau de qualité.;Dieser große chinesische Hochofen erzeugt riesige Mengen Eisen von exzellentem Qualitätsniveau.;;Estos grandes altos hornos chinos proporcionan grandes cantidades de hierro de una calidad excelente.;;;;;;;;;x
jd_strategist;Valyrian Strategist;Stratège chinois;Chinesischer Stratege;;Estratega chino;;;;;;;;;x
jd_strategist_desc;This military mastermind has a thorough education in Valyrian strategy of war.;Ce cerveau militaire a une éducation approfondie dans la stratégie de guerre chinoise.;Dieses militärische Superhirn hat eine gründliche Ausbildung in chinesischer Kriegsführung.;;Este genio militar tiene una esmerada educación en la estrategia bélica china.;;;;;;;;;x
chinese_strategist_effect_tt;A strategist joins your court. From time to time, they will attempt to teach other soldiers about Valyrian strategies.\n;Un stratège rejoint votre cour. De temps en temps, il tentera d'enseigner à d'autres soldats des stratégies chinoises.;Ein Stratege kommt an unseren Hof. Von Zeit zu Zeit wird er versuchen, andere Soldaten in chinesischen Strategien zu unterrichten.\n;;Un estratega se une a tu corte. De vez en cuando intentará a enseñar a otros soldado las estrategias chinas.\n;;;;;;;;;x
EVTDESC_JD_20040;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [From.Offmap.Ruler.GetLongChineseEmperorName], has graciously fulfilled your wish. The skills of [chinese_strategist.GetDynName] will be at your disposal, in the war room as well as on the field of battle.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetLeLaCap] Céleste [From.Offmap.Ruler.GetLongChineseEmperorName] a gracieusement accédé à votre demande. Les compétences de [chinese_strategist.GetDynName] seront à votre disposition, dans la salle de guerre ainsi que sur le champ de bataille.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetDerDie] himmlische [From.Offmap.Ruler.GetLongChineseEmperorName] hat Euren Wunsch gnädig erfüllt. Die Fähigkeiten von [chinese_strategist.GetDynName] stehen Euch fortan sowohl im Kriegsrat als auch auf dem Schlachtfeld zur Verfügung.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [From.Offmap.Ruler.GetLongChineseEmperorName] ha cumplido gentilmente tu deseo. Los talentos de [chinese_strategist.GetDynName] estarán a tu disposición en la sala de guerra así como en el campo de batalla.;;;;;;;;;x
EVTDESC_JD_20041_A;§Y[commander_teacher.GetDynName]§! has been teaching your commander §Y[commander_student.GetTitledFirstName]§! about Valyrian strategy. §Y[commander_student.GetTitledFirstName]§! gains the trait §Y'Way of the Dragon'§!.;§Y[commander_teacher.GetDynName]§! a enseigné à votre commandant, [commander_student.Get_le_TitledFirstNameJ], la stratégie chinoise. [commander_student.Get_Le_TitledFirstNameJ] gagne le trait §Y'Voie du Dragon'§!.;§Y[commander_teacher.GetDynName]§! hat Eurem Kommandanten §Y[commander_student.GetTitledFirstName]§! chinesische Strategien beigebracht. §Y[commander_student.GetTitledFirstName]§! erhält die Eigenschaft §Y"Weg des Drachen"§!.;;§Y[commander_teacher.GetDynName]§! ha enseñado a tu comandante §Y[commander_student.GetTitledFirstName]§! estrategia china. §Y[commander_student.GetTitledFirstName]§! gana el rasgo §Y'Camino del Dragón'§!.;;;;;;;;;x
EVTDESC_JD_20041_B;§Y[commander_teacher.GetDynName]§! has been teaching your commander §Y[commander_student.GetTitledFirstName]§! about Valyrian strategy. §Y[commander_student.GetTitledFirstName]§! gains the trait §Y'Way of the Dog'§!.;§Y[commander_teacher.GetDynName]§! a enseigné à votre commandant, [commander_student.Get_le_TitledFirstNameJ], la stratégie chinoise. [commander_student.Get_Le_TitledFirstNameJ] gagne le trait §Y'Voie du Chien'§!.;§Y[commander_teacher.GetDynName]§! hat Eurem Kommandanten §Y[commander_student.GetTitledFirstName]§! chinesische Strategien beigebracht. §Y[commander_student.GetTitledFirstName]§! erhält die Eigenschaft §Y"Weg des Hundes"§!.;;§Y[commander_teacher.GetDynName]§! ha enseñado a tu comandante §Y[commander_student.GetTitledFirstName]§! estrategia china. §Y[commander_student.GetTitledFirstName]§! gana el rasgo §Y'Camino del Perro'§!.;;;;;;;;;x
EVTDESC_JD_20041_C;§Y[commander_teacher.GetDynName]§! has been teaching your commander §Y[commander_student.GetTitledFirstName]§! about Valyrian strategy. §Y[commander_student.GetTitledFirstName]§! gains the trait §Y'Way of the Tiger'§!.;§Y[commander_teacher.GetDynName]§! a enseigné à votre commandant, [commander_student.Get_le_TitledFirstNameJ], la stratégie chinoise. [commander_student.Get_Le_TitledFirstNameJ] gagne le trait §Y'Voie du Tigre'§!.;§Y[commander_teacher.GetDynName]§! hat Eurem Kommandanten §Y[commander_student.GetTitledFirstName]§! chinesische Strategien beigebracht. §Y[commander_student.GetTitledFirstName]§! erhält die Eigenschaft §Y"Weg des Tigers"§!.;;§Y[commander_teacher.GetDynName]§! ha enseñado a tu comandante §Y[commander_student.GetTitledFirstName]§! estrategia china. §Y[commander_student.GetTitledFirstName]§! gana el rasgo §Y'Camino del Tigre'§!.;;;;;;;;;x
EVTDESC_JD_20041_D;§Y[commander_teacher.GetDynName]§! has been teaching your commander §Y[commander_student.GetTitledFirstName]§! about Valyrian strategy. §Y[commander_student.GetTitledFirstName]§! gains the trait §Y'Way of the Leopard'§!.;§Y[commander_teacher.GetDynName]§! a enseigné à votre commandant, [commander_student.Get_le_TitledFirstNameJ], la stratégie chinoise. [commander_student.Get_Le_TitledFirstNameJ] gagne le trait §Y'Voie du Léopard'§!.;§Y[commander_teacher.GetDynName]§! hat Eurem Kommandanten §Y[commander_student.GetTitledFirstName]§! chinesische Strategien beigebracht. §Y[commander_student.GetTitledFirstName]§! erhält die Eigenschaft §Y"Weg des Leoparden"§!.;;§Y[commander_teacher.GetDynName]§! ha enseñado a tu comandante §Y[commander_student.GetTitledFirstName]§! estrategia china. §Y[commander_student.GetTitledFirstName]§! gana el rasgo §Y'Camino del Leopardo'§!.;;;;;;;;;x
jd_prince;Vaylrian Lord;Prince chinois;Chinesischer Prinz;;Príncipe chino;;;;;;;;;x
jd_prince_desc;This man is a prince of the Valyrian imperial family.;Cet homme est un prince de la famille impériale chinoise.;Dieser Mann ist ein Prinz der chinesischen Kaiserfamilie.;;Este hombre es un príncipe de la familia imperial china.;;;;;;;;;x
jd_princess;Valyrian Lady;Princesse chinoise;Chinesische Prinzessin;;Princesa china;;;;;;;;;x
jd_princess_desc;This woman is a lady of the Valyrian imperial family.;Cette femme est une princesse de la famille impériale chinoise.;Diese Frau ist eine Prinzessin der chinesischen Kaiserfamilie.;;Esta mujer es una princesa de la familia imperial china;;;;;;;;;x
EVTDESC_JD_20046_A;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [From.Offmap.Ruler.GetShortChineseEmperorName] has decided to grant the house of [Root.GetOnlyDynastyName] the greatest honor. [From.Offmap.Ruler.GetHerHisCap] daughter, the [imperial_marriage_spouse_2.GetChineseComplimentAdjective] Lady [imperial_marriage_spouse_2.GetFirstName], will become the bride of [imperial_marriage_spouse_1.GetTitledFirstName].;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[From.Offmap.Ruler.GetLeLaCap] Céleste [From.Offmap.Ruler.GetShortChineseEmperorName] a décidé d'accorder à la Maison [Root.GetOnlyDynastyName] le plus grand honneur. Sa fille, la Princesse [imperial_marriage_spouse_2.GetFirstName], épousera [imperial_marriage_spouse_1.Get_le_TitledFirstName].;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[From.Offmap.Ruler.GetDerDie] himmlische [From.Offmap.Ruler.GetShortChineseEmperorName] hat entschieden, dem Haus von [Root.GetOnlyDynastyName] die größte Ehre zu gewähren. [From.Offmap.Ruler.GetHerHisCap]e Tochter, die [imperial_marriage_spouse_2.GetChineseComplimentAdjective]e Prinzessin [imperial_marriage_spouse_2.GetFirstName] wird die Braut von [imperial_marriage_spouse_1.GetTitledFirstName].;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [From.Offmap.Ruler.GetLongChineseEmperorName] ha decidido otorgar a la casa de [Root.GetOnlyDynastyName] el mayor honor. Su hija, la [imperial_marriage_spouse_2.GetChineseComplimentAdjective] princesa [imperial_marriage_spouse_2.GetFirstName] será la novia de [imperial_marriage_spouse_1.GetTitledFirstName].;;;;;;;;;x
